Tanggal,Pelanggan,Deskripsi Barang,Jml,Hrg Satuan,SubTotal,Jenis Barang,Merek Barang,Salesman,Jenis Alat,Transaction_ID
2025-03-14,ONLINE 1,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),IMPACT DRILL,ms-0314-29
2025-03-14,ONLINE 1,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),IMPACT DRILL,ms-0314-29
2025-03-14,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),DRILL,ms-0314-29
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0314-30
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0314-31
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0314-31
2025-03-14,ONLINE 1,MARBLE CUTTER MODERN M2400,1,"Rp443,700",443700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),MARBLE CUTTER,ms-0314-31
2025-03-14,ONLINE 1,PLANER MODERN M2960,1,"Rp431,000",431000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),PLANER,ms-0314-32
2025-03-14,ONLINE 1,PLANER MODERN M2960,1,"Rp431,000",431000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),PLANER,ms-0314-33
2025-03-14,ONLINE 1,PLANER MAKITA 1902B,1,"Rp841,500",841500,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),PLANER,ms-0314-33
2025-03-14,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0314-1
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-1
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-2
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-3
2025-03-14,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0314-4
2025-03-14,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-4
2025-03-14,ONLINE 1,ACCU SPRAYER TOKUDA 8A,1,"Rp137,500",137500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-5
2025-03-14,ONLINE 1,"TANG KOMBINASI TEKIRO 8"" HITAM PL-LM0759",1,"Rp64,800",64800,TEKNIK,TEKIRO,MICHAEL (TIKTOK),TANG KOMBINASI,mt-0314-6
2025-03-14,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-7
2025-03-14,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-7
2025-03-14,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-7
2025-03-14,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-8
2025-03-14,ONLINE 1,SELANG RECOIL HIJAU TEKIRO (5X8) 15MTR AT-RH1118,1,"Rp160,000",160000,SELANG,TEKIRO,MICHAEL (TIKTOK),SELANG RECOIL HIJAU,mt-0314-8
2025-03-14,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-9
2025-03-14,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-10
2025-03-14,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-11
2025-03-14,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0314-12
2025-03-14,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0314-13
2025-03-14,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0314-14
2025-03-14,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0314-15
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-16
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-16
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-17
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-18
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-19
2025-03-14,ONLINE 1,GERINDA MAKITA M 0900B,2,"Rp411,500",823000,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0314-19
2025-03-14,ONLINE 1,ACCU SPRAYER TOKUDA 12A,4,"Rp182,500",730000,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0314-19
2025-03-14,ONLINE 2,KUNCI RING PAS ATS 24MM,1,"Rp30,900",30900,TEKNIK,ATS,NANDO (LAZADA),KUNCI RING PAS,nl-0314-1
2025-03-14,ONLINE 2,KUNCI RING PAS ATS 27MM,1,"Rp38,100",38100,TEKNIK,ATS,NANDO (LAZADA),KUNCI RING PAS,nl-0314-1
2025-03-14,ONLINE 2,"BLOWER MODERN 2"" TAIWAN",1,"Rp255,000",255000,POWER TOOLS,MODERN,NANDO (LAZADA),BLOWER,nl-0314-1
2025-03-14,ONLINE 2,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0314-2
2025-03-14,ONLINE 2,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0314-2
2025-03-14,ONLINE 2,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,NANDO (LAZADA),DRILL,nl-0314-2
2025-03-14,ONLINE 2,TRIMMER DONGCHENG DMP04-6,1,"Rp362,000",362000,POWER TOOLS,DONGCHENG,NANDO (LAZADA),TRIMMER,nl-0314-2
2025-03-14,ONLINE 2,GERINDA MODERN M2350B,1,"Rp250,000",250000,POWER TOOLS PT,MODERN,NANDO (SHOPEE 2),GERINDA,ns-0314-1
2025-03-14,ONLINE 2,AIR NAILER MAKITA AF 504Z**,1,"Rp1,020,000",1020000,POWER TOOLS,MAKITA,NANDO (SHOPEE),AIR NAILER,ns-0314-1
2025-03-14,ONLINE 2,CARBON BRUSH MODERN CB 411,1,"Rp2,300",2300,SPARE PART PT,MODERN,NANDO (SHOPEE),CARBON BRUSH,ns-0314-1
2025-03-14,ONLINE 2,KUNCI RING PAS ATS 14MM,1,"Rp12,550",12550,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0314-2
2025-03-14,ONLINE 2,OBENG KRISTAL TEKIRO (-) 5X75MM SD-IL0831,1,"Rp21,175",21175,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KRISTAL,ns-0314-3
2025-03-14,ONLINE 2,KUNCI RING PAS ATS 17MM,1,"Rp16,400",16400,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0314-3
2025-03-14,ONLINE 2,KUNCI RING PAS JETJO 12MM 300107,1,"Rp14,100",14100,TEKNIK,JETJO,NANDO (SHOPEE),KUNCI RING PAS,ns-0314-3
2025-03-14,ONLINE 2,"OBENG KRISTAL TEKIRO (+) PH0X100MM (4"") SD-IL0796",1,"Rp19,200",19200,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KRISTAL,ns-0314-3
2025-03-14,ONLINE 2,OBENG KETOK TEMBUS HIJAU TEKIRO (+) PH2X125 SD-GT0868,1,"Rp21,100",21100,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KETOK TEMBUS HIJAU,ns-0314-3
2025-03-14,ONLINE 2,GEMBOK KUNINGAN(BC) ATS 25MM #8825,4,"Rp6,900",27600,TEKNIK,ATS,NANDO (SHOPEE),GEMBOK KUNINGAN(BC),ns-0314-3
2025-03-14,ONLINE 2,OBENG KRISTAL TEKIRO (-) 4X150MM SD-IL0828,1,"Rp23,700",23700,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KRISTAL,ns-0314-3
2025-03-14,ONLINE 2,"KIKIR SLIM TEKIRO 3"" GT-ST1635",3,"Rp11,500",34500,TEKNIK,TEKIRO,NANDO (SHOPEE),KIKIR SLIM,ns-0314-3
2025-03-14,ONLINE 2,FEELER GAUGE TEKIRO 13 BLADES AU-FG1292,1,"Rp31,100",31100,TEKNIK,TEKIRO,NANDO (SHOPEE),FEELER GAUGE,ns-0314-3
2025-03-14,ONLINE 2,FEELER GAUGE TEKIRO 13 BLADES AU-FG1292,1,"Rp31,100",31100,TEKNIK,TEKIRO,NANDO (SHOPEE),FEELER GAUGE,ns-0314-4
2025-03-14,ONLINE 2,KUNCI SOCK Y TEKIRO 8-10-12MM (SHORT) WR-YT0266,1,"Rp25,400",25400,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI SOCK Y,ns-0314-5
2025-03-14,ONLINE 2,QUICK COUPLING TEKIRO SF 20 (2 TOUCH) AT-QC1086,3,"Rp14,860",44580,TEKNIK,TEKIRO,NANDO (SHOPEE),QUICK COUPLING,ns-0314-6
2025-03-14,ONLINE 2,REXCO 50 LUBRICANT 500ML,1,"Rp42,800",42800,LUBRICANT,REXCO,NANDO (SHOPEE),,ns-0314-7
2025-03-14,ONLINE 2,"KUNCI OLI FILTER TEKIRO 6"" RANTAI AU-OF0961",1,"Rp71,300",71300,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI OLI FILTER,ns-0314-7
2025-03-14,ONLINE 2,"GUNTING SENG TEKIRO 10"" (LURUS) PL-AS1449",1,"Rp87,500",87500,TEKNIK,TEKIRO,NANDO (SHOPEE),GUNTING SENG,ns-0314-8
2025-03-14,ONLINE 2,"GERGAJI TANGAN TEKIRO TPR 18"" 3T GT-HS1554",1,"Rp97,500",97500,TEKNIK,TEKIRO,NANDO (SHOPEE),GERGAJI TANGAN,ns-0314-8
2025-03-14,ONLINE 2,CARBON BRUSH MAKITA CB 440 (195021-6),1,"Rp83,400",83400,SPARE PART PT,MAKITA,NANDO (SHOPEE),CARBON BRUSH,ns-0314-8
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0314-8
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0314-9
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0314-9
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0314-9
2025-03-14,ONLINE 2,JIG SAW MODERN M2200 (V),1,"Rp270,800",270800,POWER TOOLS PT,MODERN,NANDO (SHOPEE),JIG SAW,ns-0314-9
2025-03-14,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0314-10
2025-03-14,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0314-10
2025-03-14,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0314-10
2025-03-14,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0314-10
2025-03-14,ONLINE 2,TRIMMER MODERN M2700,1,"Rp351,500",351500,POWER TOOLS PT,MODERN,NANDO (SHOPEE),TRIMMER,ns-0314-10
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 9A,1,"Rp189,550",189550,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0314-10
2025-03-14,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp540,000",540000,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0314-10
2025-03-14,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp540,000",540000,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0314-10
2025-03-14,ONLINE 2,TRIMMER DONGCHENG DMP04-6,1,"Rp362,000",362000,POWER TOOLS,DONGCHENG,NANDO (SHOPEE),TRIMMER,ns-0314-10
2025-03-14,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0314-10
2025-03-14,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0314-10
2025-03-14,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0314-10
2025-03-14,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0314-10
2025-03-14,ONLINE 2,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0314-11
2025-03-14,ONLINE 2,GERINDA MAKITA M 0910B,1,"Rp451,400",451400,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0314-11
2025-03-14,ONLINE 2,PLANER MAKITA 1902B,1,"Rp841,500",841500,POWER TOOLS,MAKITA,NANDO (SHOPEE),PLANER,ns-0314-12
2025-03-14,ONLINE 2,PLANER MAKITA 1902B,1,"Rp841,500",841500,POWER TOOLS,MAKITA,NANDO (SHOPEE),PLANER,ns-0314-13
2025-03-14,ONLINE 2,C.LESS POTONG RUMPUT MODERN M-45,1,"Rp979,200",979200,POWER TOOLS,MODERN,NANDO (SHOPEE),C.LESS POTONG RUMPUT,ns-0314-13
2025-03-14,ONLINE 2,C.LESS DRILL MAKITA HP 333 DWYE,1,"Rp1,699,000",1699000,POWER TOOLS,MAKITA,NANDO (SHOPEE),C.LESS DRILL,ns-0314-13
2025-03-14,ONLINE 2,DRILL MAKITA M 0600B,5,"Rp387,600",1938000,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0314-13
2025-03-14,ONLINE 2,GERINDA MAKITA M 0900B,5,"Rp392,200",1961000,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0314-13
2025-03-14,ONLINE 2,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,NANDO (TIKTOK),GERINDA,nt-0314-1
2025-03-14,ONLINE 2,KUNCI RING PAS ATS 18MM,1,"Rp17,700",17700,TEKNIK,ATS,NANDO (TIKTOK),KUNCI RING PAS,nt-0314-2
2025-03-14,ONLINE 2,"BATU POTONG WD 4""X1,2",20,"Rp2,800",56000,ACCESORIS PT,WD,NANDO (TIKTOK),BATU POTONG,nt-0314-2
2025-03-14,ONLINE 2,"BATU POTONG WD 4""X1,2",20,"Rp2,800",56000,ACCESORIS PT,WD,NANDO (TIKTOK),BATU POTONG,nt-0314-3
2025-03-14,ONLINE 2,"KUNCI BUSI TEKIRO 3/8""X18MM MAGNET SC-SA1608",1,"Rp69,200",69200,TEKNIK,TEKIRO,NANDO (TIKTOK),KUNCI BUSI,nt-0314-4
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0314-5
2025-03-14,ONLINE 2,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0314-5
2025-03-14,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0314-6
2025-03-14,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0314-6
2025-03-14,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0314-6
2025-03-14,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0314-7
2025-03-14,ONLINE 2,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0314-7
2025-03-14,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp257,500",257500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0314-8
2025-03-14,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp257,500",257500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0314-9
2025-03-14,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp257,500",257500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0314-9
2025-03-14,ONLINE 2,GERINDA MODERN M2350B,1,"Rp272,500",272500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),GERINDA,nt-0314-9
2025-03-15,ONLINE 3,STATOR MAKITA N1900B/N 1923B (593118-9),1,"Rp400,000",400000,SPARE PART PT,MAKITA,AHEN (LAZADA),STATOR,al-0315-1
2025-03-15,ONLINE 3,ARMATURE MODERN M 2300B/SIM100,1,"Rp90,000",90000,SPARE PART PT,MODERN,AHEN (SHOPEE 2),ARMATURE,as-0315-1
2025-03-15,ONLINE 3,ARMATURE MODERN M 2300B/SIM100,1,"Rp90,000",90000,SPARE PART PT,MODERN,AHEN (SHOPEE 2),ARMATURE,as-0315-2
2025-03-15,ONLINE 3,GERINDA MODERN SIM100B,1,"Rp240,000",240000,POWER TOOLS PT,MODERN,AHEN (SHOPEE 2),GERINDA,as-0315-2
2025-03-15,ONLINE 3,DRILL DONG CHENG DJZ10A,1,"Rp240,000",240000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),DRILL,as-0315-2
2025-03-15,ONLINE 3,DRILL DONG CHENG DJZ10A,1,"Rp240,000",240000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),DRILL,as-0315-3
2025-03-15,ONLINE 3,ORBITAL SANDER DONG CHENG DSB03-100,1,"Rp283,000",283000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),ORBITAL SANDER,as-0315-3
2025-03-15,ONLINE 3,C.LESS DRILL MODERN M-12V,1,"Rp365,000",365000,POWER TOOLS,MODERN,AHEN (SHOPEE 2),C.LESS DRILL,as-0315-3
2025-03-15,ONLINE 3,C.LESS HAMMER DRILL DONG CHENG DCJZ2050I EM,1,"Rp990,000",990000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS HAMMER DRILL,as-0315-1
2025-03-15,ONLINE 3,C.LESS HAMMER DRILL DONG CHENG DCJZ2050I EM,1,"Rp990,000",990000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS HAMMER DRILL,as-0315-1
2025-03-15,ONLINE 3,"KIKIR SLIM TEKIRO 3"" GT-ST1635",1,"Rp11,500",11500,TEKNIK,TEKIRO,AHEN (SHOPEE),KIKIR SLIM,as-0315-1
2025-03-15,ONLINE 3,"BATU POTONG WD 4""X1,2",5,"Rp2,800",14000,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0315-2
2025-03-15,ONLINE 3,REXCO 50 LUBRICANT 220ML,1,"Rp28,100",28100,TEKNIK,REXCO,AHEN (SHOPEE),,as-0315-2
2025-03-15,ONLINE 3,"GAGANG KUNCI SOCK L TEKIRO 1/2""X10"" SC-OH0574",1,"Rp62,425",62425,TEKNIK,TEKIRO,AHEN (SHOPEE),GAGANG KUNCI SOCK L,as-0315-3
2025-03-15,ONLINE 3,COVER BLADE NYLON SOLID 328,1,"Rp25,800",25800,ACCESORIS MESIN,SOLID,AHEN (SHOPEE),COVER BLADE NYLON,as-0315-3
2025-03-15,ONLINE 3,"SOCK DR 1/2"" TEKIRO 6PT 32MM SC-SC0397",1,"Rp62,800",62800,TEKNIK,TEKIRO,AHEN (SHOPEE),"SOCK DR 1/2""",as-0315-4
2025-03-15,ONLINE 3,DIE GRINDER MODERN M2310,1,"Rp359,000",359000,POWER TOOLS,MODERN,AHEN (SHOPEE),DIE GRINDER,as-0315-4
2025-03-15,ONLINE 3,"BATU POTONG WD 4""X1,2",40,"Rp2,800",112000,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0315-5
2025-03-15,ONLINE 3,ARMATURE MODERN M 2300B/SIM100,1,"Rp90,000",90000,SPARE PART PT,MODERN,AHEN (SHOPEE),ARMATURE,as-0315-6
2025-03-15,ONLINE 3,"TANG BUAYA LURUS TEKIRO 10"" PL-LG0768",1,"Rp103,500",103500,TEKNIK,TEKIRO,AHEN (SHOPEE),TANG BUAYA LURUS,as-0315-7
2025-03-15,ONLINE 3,CHARGER MODERN DC-20V 1.5A,1,"Rp80,000",80000,ACCESORIS PT,MODERN,AHEN (SHOPEE),CHARGER,as-0315-7
2025-03-15,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0315-7
2025-03-15,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0315-8
2025-03-15,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0315-8
2025-03-15,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCJZ1202I,1,"Rp395,000",395000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0315-8
2025-03-15,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0315-8
2025-03-15,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0315-8
2025-03-15,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0315-8
2025-03-15,ONLINE 3,X-LINE BOSCH SET (33PCS),1,"Rp184,000",184000,ACCESORIS PT,BOSCH,AHEN (SHOPEE),X-LINE,as-0315-8
2025-03-15,ONLINE 3,SERKEL MAKITA 165X60T P-67935 WOOD,1,"Rp152,000",152000,ACCESORIS PT,MAKITA,AHEN (SHOPEE),SERKEL,as-0315-9
2025-03-15,ONLINE 3,ACCU SPRAYER KANEDA 9A,1,"Rp189,550",189550,SPARE PART KANEDA,KANEDA,AHEN (SHOPEE),ACCU SPRAYER,as-0315-10
2025-03-15,ONLINE 3,DRILL DONG CHENG DJZ10A,1,"Rp249,900",249900,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),DRILL,as-0315-11
2025-03-15,ONLINE 3,GERINDA DONG CHENG DSM03-100,2,"Rp248,000",496000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0315-11
2025-03-15,ONLINE 3,GERINDA MAKITA M 0910B,1,"Rp451,400",451400,POWER TOOLS,MAKITA,AHEN (SHOPEE),GERINDA,as-0315-11
2025-03-15,ONLINE 3,BATTERY MODERN M-65/M-90/M-45 4A,1,"Rp524,800",524800,SPARE PART PT,MODERN,AHEN (SHOPEE),BATTERY,as-0315-12
2025-03-15,ONLINE 3,BATTERY MODERN M-65/M-90/M-45 4A,1,"Rp528,000",528000,SPARE PART PT,MODERN,AHEN (SHOPEE),BATTERY,as-0315-12
2025-03-15,ONLINE 3,SERKEL MAKITA 255X120T ALUM P-68018,1,"Rp465,500",465500,ACCESORIS PT,MAKITA,AHEN (SHOPEE),SERKEL,as-0315-12
2025-03-15,ONLINE 3,SERKEL MAKITA 255X120T ALUM P-68018,1,"Rp465,500",465500,ACCESORIS PT,MAKITA,AHEN (SHOPEE),SERKEL,as-0315-12
2025-03-15,ONLINE 3,SERKEL MAKITA 255X120T ALUM P-68018,1,"Rp465,500",465500,ACCESORIS PT,MAKITA,AHEN (SHOPEE),SERKEL,as-0315-12
2025-03-15,ONLINE 3,C.LESS POTONG RUMPUT MODERN M-45,1,"Rp979,200",979200,POWER TOOLS,MODERN,AHEN (SHOPEE),C.LESS POTONG RUMPUT,as-0315-12
2025-03-15,ONLINE 3,C.LESS POTONG RUMPUT MODERN M-45,1,"Rp979,200",979200,POWER TOOLS,MODERN,AHEN (SHOPEE),C.LESS POTONG RUMPUT,as-0315-13
2025-03-15,ONLINE 3,C.LESS IMPACT DRIVER DONG CHENG DCPL04-8 EK,1,"Rp800,000",800000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),C.LESS IMPACT DRIVER,as-0315-14
